text,text_pair,label
['Which empire bordered the Mongol Empire to the west in 1218?'],"['By 1218, as a result of defeat of Qara Khitai, the Mongol Empire and its control extended as far west as Lake Balkhash, which bordered the Khwarezmia (Khwarezmid Empire), a Muslim state that reached the Caspian Sea to the west and Persian Gulf and the Arabian Sea to the south.']",[1]
['When is the suspended team scheduled to return?'],"['However, Chivas were suspended following the 2014 MLS season, with a second MLS team scheduled to return in 2018.']",[1]
"[""Why is Jochi's reported alliance with the Muslims historically suspect?""]","['He concludes his story with the clearly apocryphal statement by Jochi: ""Genghis Khan is mad to have massacred so many people and laid waste so many lands.']",[0]
"[""Tumors that are able to evade the body's immune response can become what?""]","['In addition, immunological tolerance may develop against tumor antigens, so the immune system no longer attacks the tumor cells.']",[0]
['Which descendant of Genghis Khan sacked Baghdad?'],"[""In 1237 Batu Khan, a grandson of Genghis Khan, launched an invasion into Kievan Rus'.""]",[0]
['When did Tugh Temur found his academy?'],"['Due to the fact that the bureaucracy was dominated by El Temür, Tugh Temür is known for his cultural contribution instead.']",[0]
['First published by Sir Charles Lyell in 1830 this book was called what?'],"['Sir Charles Lyell first published his famous book, Principles of Geology, in 1830.']",[1]
['When was the deportation of Acadians?'],"['The British resettled many Acadians throughout its North American provinces, but many went to France, and some went to New Orleans, which they had expected to remain French.']",[0]
['What did NSFNET promote'],"['The National Science Foundation Network (NSFNET) was a program of coordinated, evolving projects sponsored by the National Science Foundation (NSF) beginning in 1985 to promote advanced research and education networking in the United States.']",[1]
['During which years was no census taken?'],"['It is recognised that an epidemiological account of the plague is as important as an identification of symptoms, but researchers are hampered by the lack of reliable statistics from this period.']",[0]
['Where can population estimates be extrapolated from?'],"['It is recognised that an epidemiological account of the plague is as important as an identification of symptoms, but researchers are hampered by the lack of reliable statistics from this period.']",[0]
['Who did Emma Marry?'],"['This relationship eventually produced closer ties of blood through the marriage of Emma, sister of Duke Richard II of Normandy, and King Ethelred II of England.']",[1]
['Who was the first European to travel the entire length of the Amazon River?'],"[""The BBC's Unnatural Histories presented evidence that the Amazon rainforest, rather than being a pristine wilderness, has been shaped by man for at least 11,000 years through practices such as forest gardening and terra preta.""]",[0]
['What was the fort that was being built to be named?'],['He purchased their construction tools to continue building what became Fort Duquesne.'],[1]
['Who originally led the Space Task Group?'],"['So Gilruth was given authority to grow his organization into a new NASA center, the Manned Spacecraft Center (MSC).']",[0]
['How was the civil disobedience shown in Antigone?'],['She gives a stirring speech in which she tells him that she must obey her conscience rather than human law.'],[1]
['What is more often seen in root tip maristems?'],"['Chloroplasts do not normally develop from proplastids in root tip meristems—instead, the formation of starch-storing amyloplasts is more common.']",[1]
"['When a commission reached no decision, what happened?']","['Frontiers from between Nova Scotia and Acadia in the north, to the Ohio Country in the south, were claimed by both sides.']",[1]
['Who helped Temüjin rescue his wife from the Merkits?'],"[""Soon after Börte's marriage to Temüjin, she was kidnapped by the Merkits and reportedly given away as a wife.""]",[0]
['What coach left the Broncos after the season prior to Super Bowl 50?'],"[""Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach John Fox (who had won four divisional championships in his four years as Broncos head coach), and the hiring of Gary Kubiak as the new head coach.""]",[1]
['How and when did the first variant of y. pestis enter Europe?'],"['Zoom showed the Y. pestis genotype responsible for the pandemic that spread through the Low Countries from 1350 differed from that found in Britain and France, implying Bergen op Zoom (and possibly other parts of the southern Netherlands) was not directly infected from England or France in 1349 and suggesting a second wave of plague, different from those in Britain and France, may have been carried to the Low Countries from Norway, the Hanseatic cities or another site.']",[0]
['What amount of the worlds carbon is stored in the Amazon forest?'],"['Environmentalists are concerned about loss of biodiversity that will result from destruction of the forest, and also about the release of the carbon contained within the vegetation, which could accelerate global warming.']",[0]
['Where was Edison Machine Works located?'],"['In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment.']",[0]
"['The term ""southern"" California usually refers to how many of the southern-most counties of the state?']","['When the state is divided into two areas (northern and southern California), the term ""southern California"" usually refers to the ten southern-most counties of the state.']",[1]
['Where was the  Continental Edison Company located?'],"['In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment.']",[1]
['How many times prios has the Sun Life Stadium had Super Bowls?'],"['The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010.']",[1]
['What did Kublai do to prevent famines?'],"[""Among Kublai Khan's top engineers and scientists was the astronomer Guo Shoujing, who was tasked with many public works projects and helped the Yuan reform the lunisolar calendar to provide an accuracy of 365.2425 days of the year, which was only 26 seconds off the modern Gregorian calendar's measurement.""]",[0]
['In what country was a full-scale working railway steam locomotive first invented?'],['Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.'],[0]
['What was the age difference between Newton and Manning in Super Bowl 50?'],"['Manning and Newton also set the record for the largest age difference between opposing Super Bowl quarterbacks at 13 years and 48 days (Manning was 39, Newton was 26).']",[1]
['What are pharmacists in the United Kingdom being increasingly paid for?'],['They are also being paid for by the government for medicine use reviews.'],[1]
['What direction do ctenophore swim?'],"['Hence ctenophores usually swim in the direction in which the mouth is pointing, unlike jellyfish.']",[1]
"[""Where did Jebe's division of Genghis Khan's army campaign in Khwarezmia?""]","['The second division under Jebe marched secretly to the southeast part of Khwarzemia to form, with the first division, a pincer attack on Samarkand.']",[1]
"[""When was the last use by Bach of Luther's work?""]","['ich zu dir, BWV 38, later Ein feste Burg ist unser Gott, BWV 80, and in 1735 Wär Gott nicht mit uns diese Zeit, BWV 14.']",[1]
['Who created the theme used in 1986?'],"[""A different arrangement was recorded by Peter Howell for season 18 (1980), which was in turn replaced by Dominic Glynn's arrangement for the season-long serial The Trial of a Time Lord in season 23 (1986).""]",[1]
['What is an apicoplast?'],"['They were once thought to be related to the helicosproidia, but it is now known that the helicosproida are green algae rather than chromalveolates.']",[0]
['What is a complex net of contracts and other legal obligations?'],"['A construction project is a complex net of contracts and other legal obligations, each of which all parties must carefully consider.']",[1]
['What astronomer worked for Kublai?'],"[""Among Kublai Khan's top engineers and scientists was the astronomer Guo Shoujing, who was tasked with many public works projects and helped the Yuan reform the lunisolar calendar to provide an accuracy of 365.2425 days of the year, which was only 26 seconds off the modern Gregorian calendar's measurement.""]",[1]
['What is the present-day location of this church?'],['It is now located at Soho Square.'],[1]
"['How many Doctor Who episodes have been shown, in total?']","[""826 Doctor Who instalments have been televised since 1963, ranging between 25-minute episodes (the most common format), 45-minute episodes (for Resurrection of the Daleks in the 1984 series, a single season in 1985, and the revival), two feature-length productions (1983's The Five Doctors and the 1996 television film), eight Christmas specials (most of 60 minutes' duration, one of 72 minutes), and four additional specials ranging from 60 to 75 minutes in 2009, 2010 and 2013.""]",[1]
['When was the first plastome sequenced?'],['It is also known as the plastome.'],[0]
['What authority enforced the ban on the 95 Theses?'],['The enforcement of the ban on the 95 Theses fell to the secular authorities.'],[1]
['An MSP may introduce a bill as what?'],['Bills pass through Parliament in a number of stages:'],[0]
['what is Internet2'],"['Internet2 is a not-for-profit United States computer networking consortium led by members from the research and education communities, industry, and government.']",[1]
['What is the process by which the immune system identifies tumors called?'],['This is called immune surveillance.'],[1]
['Which Spanish officer established the settlement at St. Augustine?'],"['In 1562, naval officer Jean Ribault led an expedition that explored Florida and the present-day Southeastern U.S., and founded the outpost of Charlesfort on Parris Island, South Carolina.']",[0]
['Who presided over the assembly?'],"['This was a general assembly of the estates of the Holy Roman Empire that took place in Worms, a town on the Rhine.']",[0]
"[""When did Watt finish the development of his improvements to Newcomen's engine?""]","[""The next major step occurred when James Watt developed (1763–1775) an improved version of Newcomen's engine, with a separate condenser.""]",[1]
['How many pages was the Kalven Report statement?'],"['After continued turmoil, a university committee in 1967 issued what became known as the Kalven Report.']",[0]
['Who was hired to be the deputy director of the Office of Manned Space Flight?'],"['The engineers at Marshall Space Flight Center (MSFC) took longer to become convinced of its merits, but their conversion was announced by Wernher von Braun at a briefing in June 1962.']",[0]
"[""Who is Methodism's revered founder?""]","[""Such exemplary saints include martyrs, confessors of the Faith, evangelists, or important biblical figures such as Saint Matthew, Lutheran theologian and martyr to the Nazis Dietrich Bonhoeffer, Salvation Army Founder William Booth, African missionary David Livingstone and Methodism's revered founder John Wesley are among many cited as Protestant saints.""]",[1]
['Who was the number two draft pick for 2011?'],['This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes.'],[0]
"[""What were the papal legate's orders from the Pope?""]","[""Cajetan's original instructions had been to arrest Luther if he failed to recant, but the legate desisted from doing so.""]",[1]
"[""Where was France's Huguenot population largely centered?""]","['As Huguenots gained influence and more openly displayed their faith, Catholic hostility grew, in spite of increasingly liberal political concessions and edicts of toleration from the French crown.']",[0]
['Who was the defensive coordinator for the Broncos in 2015?'],"[""Under defensive coordinator Wade Phillips, the Broncos' defense ranked number one in total yards allowed, passing yards allowed and sacks, and like the previous three seasons, the team has continued to set numerous individual, league and franchise records.""]",[1]
['Which female anchor from Today joined Hugh Downs on 20/20?'],"['In June 1978, Arledge created the newsmagazine 20/20; after its first episode received harshly negative reviews, the program – which debuted as a summer series, before becoming a year-round program in 1979 – was immediately revamped to feature a mix of in-depth stories and interviews, with Hugh Downs appointed as its anchor (later paired alongside his former Today colleague Barbara Walters).']",[1]
['In which months does Fresno experience increased wind coming from the southeastern direction?'],"['Summers provide considerable sunshine, with July peaking at 97 percent of the total possible sunlight hours; conversely, January is the lowest with only 46 percent of the daylight time in sunlight because of thick tule fog.']",[0]
['Who did the Panthers play to advance to the Super Bowl?'],"['The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier.']",[0]
['How many affiliates does Sinclair Broadcast Group service or own?'],"['The Sinclair Broadcast Group is the largest operator of ABC stations by numerical total, owning or providing services to 28 ABC affiliates and two additional subchannel-only affiliates; Sinclair owns the largest ABC subchannel affiliate by market size, WABM-DT2/WDBB-DT2 in the Birmingham market, which serve as repeaters of WBMA-LD (the largest low-power ""Big Four"" affiliate by market size, which itself is also simulcast on a subchannel of former WBMA satellite WGWW, owned by Sinclair partner company Howard Stirk Holdings).']",[1]
"[""What was done to the Trajan's Column replica to fit it under the ceiling?""]","[""Replicas of two earlier Davids by Donatello's David and Verrocchio's David, are also included, although for conservation reasons the Verrocchio replica is displayed in a glass case.""]",[0]
['What was the estimated population of Pons Aelius around the 2nd century?'],"['It was given the family name of the Roman Emperor Hadrian, who founded it in the 2nd century AD.']",[0]
['How is Genghis Khan spelled in Turkic?'],"['Genghis Khan, the title is spelled in variety of ways in different languages such as Mongolian Chinggis Khaan, English Chinghiz, Chinghis, and Chingiz, Chinese: 成吉思汗; pinyin: Chéngjísī Hán, Turkic: Cengiz Han, Çingiz Xan, Çingiz Han, Chingizxon, Çıñğız Xan, Chengez Khan, Chinggis Khan, Chinggis Xaan, Chingis Khan, Jenghis Khan, Chinggis Qan, Djingis Kahn, Russian: Чингисхан (Čingiskhan) or Чингиз-хан (Čingiz-khan), etc.']",[1]
['What motivation is opportunity-based entrepreneurship driven by?'],"['However, most of it is often based on necessity rather than opportunity.']",[0]
['Whose relics reside in the Becket Casket?'],"['One of the rarest items in the collection is the 58 cm high Gloucester Candlestick, dated to c1110, made from gilt bronze; with highly elaborate and intricate intertwining branches containing small figures and inscriptions, it is a tour de force of bronze casting.']",[0]
['How long would this coalition last?'],"[""On 28 February 2008, Kibaki and Odinga signed an agreement on the formation of a coalition government in which Odinga would become Kenya's second Prime Minister.""]",[0]
['When did DFDS terminate its services to Norway?'],"['The DFDS ferry service to Gothenburg, Sweden, ceased at the end of October 2006 – the company cited high fuel prices and new competition from low-cost air services as the cause – and their service to Bergen and Stavanger, Norway was terminated late 2008.']",[1]
['When did Tesla depart Graz?'],"['In December 1878, Tesla left Graz and severed all relations with his family to hide the fact that he dropped out of school.']",[1]
['What is chloroplast DNA abbreviated as?'],"['Chloroplasts have their own DNA, often abbreviated as ctDNA, or cpDNA.']",[1]
['When did these rebellions take place?'],"['A series of three small civil wars known as the Huguenot rebellions broke out, mainly in southwestern France, between 1621 and 1629.']",[1]
['What was the protest in Antigone about?'],"['She is not at all afraid of the death he threatens her with (and eventually carries out), but she is afraid of how her conscience will smite her if she does not do this.']",[0]
['What does connecting different Sky Q boxes enable them to do?'],['The Sky Q Mini set top boxes connect to the Sky Q Silver set top boxes with a Wi-Fi or Power-line connection rather than receive their own satellite feeds.'],[0]
['Which descendant of Genghis Khan sacked Baghdad?'],"[""His descendant Hulagu Khan destroyed much of Iran's northern part and sacked Baghdad although his forces were halted by the Mamluks of Egypt, but Hulagu's descendant Ghazan Khan would return to beat the Egyptian Mamluks right out of Levant, Palestine and even Gaza.""]",[1]
['In what states are pharmacist clinicians given prescriptive and diagnostic authority?'],['The official designation for pharmacists who pass the ambulatory care pharmacy specialty certification exam will be Board Certified Ambulatory Care Pharmacist and these pharmacists will carry the initials BCACP.'],[0]
['Who build the major port city in Kenya?'],"['By the 15th-century, Portuguese voyager Duarte Barbosa claimed that ""Mombasa is a place of great traffic and has a good harbour in which there are always moored small craft of many kinds and also great ships, both of which are bound from Sofala and others which come from Cambay and Melinde and others which sail to the island of Zanzibar.""']",[0]
['What dilemma is a good example of moral civil disobedience?'],"['But Stephen Eilmann argues that if it is necessary to disobey rules that conflict with morality, we might ask why disobedience should take the form of public civil disobedience rather than simply covert lawbreaking.']",[0]
['What halftime performer previously headlined Super Bowl XLVII?'],"['The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively.']",[1]
['Goldenson proposed a merger between UPT and what network in October 1954?'],"['Goldenson added to the confusion when, in October 1954, he proposed a merger between UPT and the DuMont Television Network, which was also mired in financial trouble.']",[1]
"[""Which Apollo was the first testing of the LM, unmanned, in Earth's orbit?""]","['Apollo 5 (AS-204) was the first unmanned test flight of LM in Earth orbit, launched from pad 37 on January 22, 1968, by the Saturn IB that would have been used for Apollo 1.']",[1]
['What team was the NFC champion?'],['Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.'],[0]
['Who reigned over the Ottoman empire when it was at its most powerful.'],['The Ottoman Empire was an imperial state that lasted from 1299 to 1923.'],[0]
['In what part of the United States did many students migrate to Christian academies during the desegregation period?'],"['In many parts of the United States, after the 1954 decision in the landmark court case Brown v. Board of Education of Topeka that demanded United States schools desegregate ""with all deliberate speed"", local families organized a wave of private ""Christian academies"".']",[0]
['How much rain per year does Fresno get on average?'],"['Average annual precipitation is around 11.5 inches (292.1 mm), which, by definition, would classify the area as a semidesert.']",[1]
"[""In which city was Tesla's consultant job for Westinghouse?""]","[""Westinghouse also hired Tesla for one year for the large fee of $2,000 ($52,700 in today's dollars) per month to be a consultant at the Westinghouse Electric & Manufacturing Company's Pittsburgh labs.""]",[1]
['What is the best QB ranking that Cam Newton holds?'],"['The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections.']",[0]
['What year was the latest addition to the Church of St. Andrew?'],"['This older church would have been one of several churches along the River Tyne dedicated to St Andrew, including the Priory church at Hexham.']",[0]
"[""Who, with Jim Nantz, was a member of the game's lead broadcast team?""]","[""The network's lead broadcast team of Jim Nantz and Phil Simms called the contest, with Tracy Wolfson and Evan Washburn on the sidelines.""]",[1]
['In what decades was Dudley Simpson most active in contributing to Doctor Who?'],"[""Simpson's first Doctor Who score was Planet of Giants (1964) and he went on to write music for many adventures of the 1960s and 1970s, including most of the stories of the Jon Pertwee/Tom Baker periods, ending with The Horns of Nimon (1979).""]",[1]
['How many types of science fiction have been impacted by Tesla?'],"[""Tesla's legacy has endured in books, films, radio, TV, music, live theater, comics and video games.""]",[0]
['What properties are analyzed with a conoscopic lens by petrologists?'],['Two of the primary methods for identifying rocks in the laboratory are through optical microscopy and by using an electron microprobe.'],[0]
['How many types of thylakoids are there?'],"['There are two types of thylakoids—granal thylakoids, which are arranged in grana, and stromal thylakoids, which are in contact with the stroma.']",[1]
['What are Ctenophora commonly known as?'],"[""Ctenophora (/tᵻˈnɒfərə/; singular ctenophore, /ˈtɛnəfɔːr/ or /ˈtiːnəfɔːr/; from the Greek κτείς kteis 'comb' and φέρω pherō 'carry'; commonly known as comb jellies) is a phylum of animals that live in marine waters worldwide.""]",[1]
['What area of Brookhaven is still known for its high levels of crime?'],"[""Another section, Brookhaven, on the southern edge of the West Side south of Jensen and west of Elm, was given the name by the Fresno City Council in an effort to revitalize the neighborhood's image.""]",[0]
['How old was Turkana Boy?'],['Later work at the former site was undertaken by Glynn Isaac.'],[0]
"['Prior to Super Bowl 50, when were the Broncos last there?']","['The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII.']",[1]
"['What can a principal make, if he/she works for a big school?']","['A principal of a large school with many years experience and several qualifications (M.A., H.Dip., etc.) could earn over €90,000.']",[1]
['What change in conditions may make the Amazon rainforest unsustainable?'],['The result indicates that the rainforest could be threatened though the 21st century by climate change in addition to deforestation.'],[0]
"[""Why was Polonia relegated from the country's top flight in 2013?""]","['They also won the country’s championship in 1946, and won the cup twice as well.']",[0]
['Which player played even though he broke his arm two weeks prior to the Super Bowl?'],"['Linebacker Luke Kuechly had 11 total tackles, while Thomas Davis had seven, despite playing just two weeks after breaking his right arm in the NFC title game.']",[1]
['Who is the publisher of the Doctor Who Adventures magazine?'],"['This is published by Panini, as is the Doctor']",[1]
['What did Queen Elizabeth II open in Newcastle in 1981?'],"[""It was opened in five phases between 1980 and 1984, and was Britain's first urban light rail transit system; two extensions were opened in 1991 and 2002.""]",[0]
['What did DFDS cite as the reasons it terminated operations?'],"['The DFDS ferry service to Gothenburg, Sweden, ceased at the end of October 2006 – the company cited high fuel prices and new competition from low-cost air services as the cause – and their service to Bergen and Stavanger, Norway was terminated late 2008.']",[1]
['When was Richard Grainger actively building and developing?'],"[""Richard Grainger was said to 'have found Newcastle of bricks and timber and left it in stone'.""]",[0]
['What company developed the most successful steam engine indicator?'],"['Early versions were in use by 1851, but the most successful indicator was developed for the high speed engine inventor and manufacturer Charles Porter by Charles Richard and exhibited at London Exhibition in 1862.']",[1]
['What does paramylon store?'],"[""Euglenophyte chloroplasts have three membranes—it is thought that the membrane of the primary endosymbiont was lost, leaving the cyanobacterial membranes, and the secondary host's phagosomal membrane.""]",[0]
['What is a single Plastoglobuli called?'],"['Plastoglobuli (singular plastoglobulus, sometimes spelled plastoglobule(s)), are spherical bubbles of lipids and proteins about 45–60 nanometers across.']",[1]
['Where does Warsaw rank in terms of population in the EU?'],"['Its population is estimated at 1.740 million residents within a greater metropolitan area of 2.666 million residents, which makes Warsaw the 9th most-populous capital city in the European Union.']",[1]
"['What country was Abhisit Vejjajiva prime minister of, despite having been born in Newcastle?']","['Ironmaster, metallurgist, and member of parliament Isaac Lowthian Bell was born in the city in 1816.']",[0]
['Which Count did the Prince strike an arrangement with?'],"['The Count supported mercantilism and welcomed technically skilled immigrants into his lands, regardless of their religion.']",[0]
"[""What did Paul Baran develop in the late 1950's""]",['The new concept found little resonance among network implementers until the independent work of Donald Davies at the National Physical Laboratory (United Kingdom) (NPL) in the late 1960s.'],[0]
['How many cinemas are currently housed at one site?'],"[""The site currently houses three cinemas, including the restored Classic —the United Kingdom's last surviving news cinema still in full-time operation—alongside two new screens, a roof extension containing the Tyneside Bar, and dedicated education and teaching suites.""]",[1]
['Who did the SNP obtain 16 seats from?'],"['The SNP took 16 seats from Labour, with many of their key figures not returned to parliament, although Labour leader Iain Gray retained East Lothian by 151 votes.']",[1]
['The rocks at the Grand Canyon have been in place since when?'],"['Even older rocks, such as the Acasta gneiss of the Slave craton in northwestern Canada, the oldest known rock in the world have been metamorphosed to the point where their origin is undiscernable without laboratory analysis.']",[0]
['When was the plastome discovered?'],"['Its existence was first proved in 1962, and first sequenced in 1986—when two Japanese research teams sequenced the chloroplast DNA of liverwort and tobacco.']",[1]
['What was given to high schools where former students went on to play or coach in a Super Bowl?'],"['Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held by Super Bowl-winning teams at games.']",[1]
"['What ruler, besides John of Saxony and Philip of Hesse, formed the Schmalkaldic League?']","['The Swiss cities, however, did not sign these agreements.']",[0]
['Who announced the game play-by-play for Super Bowl 50?'],['Jim Gray will anchor the pre-game and halftime coverage.'],[0]
['What month and year was Apollo 13 launched?'],"['Apollo was grounded again, for the remainder of 1970 while the oxygen tank was redesigned and an extra one was added.']",[0]
['Which NFL team represented the AFC at Super Bowl 50?'],['Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.'],[0]
['In which year did Alexander Dyce bequeathed his books to the museum?'],"['These were bequeathed with over 18,000 books to the museum in 1876 by John Forster.']",[0]
['How might gravity effects be observed differently according to Newton?'],['Newton came to realize that the effects of gravity might be observed in different ways at larger distances.'],[1]
['To what may general global fields be transferred to or from?'],"['In particular, this norm gets smaller when a number is multiplied by p, in sharp contrast to the usual absolute value (also referred to as the infinite prime).']",[0]
['When did Dyrrachium  fall to the Normans?'],"[""The city's garrison resisted until February 1082, when Dyrrachium was betrayed to the Normans by the Venetian and Amalfitan merchants who had settled there.""]",[1]
"[""Who was New France's governor?""]","[""He had primarily been concerned about the extended supply line to the forts on the Ohio, and had sent Baron Dieskau to lead the defenses at Frontenac against Shirley's expected attack.""]",[0]
"[""When did BSkyB launch it's HDTV service?""]","['BSkyB launched its HDTV service, Sky+ HD, on 22 May 2006.']",[1]
['What is the increased rates of self-employment based on?'],"['However, most of it is often based on necessity rather than opportunity.']",[1]
['How long will the event at Santa Clara Convention Center last?'],"['A professional fundraiser will aid in finding business sponsors and individual donors, but still may need the city council to help fund the event.']",[0]
['Who is the current captian of the cricket team?'],['Their current captain is Rakep Patel.'],[1]
"[""What was Warsaw's Old Town listed as in 1980?""]","['The city is the seat of a Roman Catholic archdiocese (left bank of the Vistula) and diocese (right bank), and possesses various universities, most notably the Polish Academy of Sciences and the University of Warsaw, two opera houses, theatres, museums, libraries and monuments.']",[0]
['What were later Yuan emperors disinterested in?'],"['Uninterested in administration, they were separated from both the army and the populace, and China was torn by dissension and unrest.']",[1]
"[""What are the only states where ABC doesn't have a licensed affiliate?""]","['Currently, New Jersey, Rhode Island and Delaware are the only U.S. states where ABC does not have a locally licensed affiliate (New Jersey is served by New York City O&O WABC-TV and Philadelphia O&O WPVI-TV; Rhode Island is served by New Bedford, Massachusetts-licensed WLNE; and Delaware is served by WPVI and Salisbury, Maryland affiliate WMDT).']",[1]
['What is the kilogram-force sometimes reffered to as?'],"['The pound-force has a metric counterpart, less commonly used than the newton: the kilogram-force (kgf) (sometimes kilopond), is the force exerted by standard gravity on one kilogram of mass.']",[1]
['How many days did the River Tyne have the Bambuco Bridge?'],"['The River Tyne had the temporary Bambuco Bridge in 2008 for ten days; it was not made for walking, road or cycling, but was just a sculpture.']",[1]
['How many metric tons of carbon are believed to be stored in the Amazon forest?'],"['Environmentalists are concerned about loss of biodiversity that will result from destruction of the forest, and also about the release of the carbon contained within the vegetation, which could accelerate global warming.']",[0]
['In what year did Nikola Tesla emigrate to the United States?'],"['His work in the formative years of electric power development was involved in a corporate alternating current/direct current ""War of Currents"" as well as various patent battles.']",[0]
['What does pumping water into the mesoglea do?'],"['Conversely if they move from brackish to full-strength seawater, the rosettes may pump water out of the mesoglea to reduce its volume and increase its density.']",[0]
['What does phycoerytherin appear in?'],"[""Cryptophyte chloroplasts and some cyanobacteria don't have their phycobilin pigments organized into phycobilisomes, and keep them in their thylakoid space instead.""]",[0]
['What is the main denomination of Christians in Kenya?'],"['The only Jewish synagogue in the country is located in the capital, Nairobi.']",[0]
['For whom was Luther concerned about in Mansfeld?'],"['Luther journeyed to Mansfeld twice in late 1545 to participate in the negotiations for a settlement, and a third visit was needed in early 1546 for their completion.']",[0]
['How many major bus stations are in the city of Newcastle?'],['There are two major bus stations in the city: Haymarket bus station and Eldon Square bus station.'],[1]
['What nationality is Hoesung Lee?'],"['Before this election, the IPCC was led by his vice-Chair Ismail El Gizouli, who was designated acting Chair after the resignation of Rajendra K. Pachauri in February 2015.']",[0]
['Who is the producer of Doctor Who?'],['Doctor Who is a British science-fiction television programme produced by the BBC since 1963.'],[1]
"[""What does Kuznets' curve predict about income inequality given time?""]","[""Kuznets' curve predicts that income inequality will eventually decrease given time.""]",[1]
['How many Kenyans are non-religious?'],"['In addition, there is a large Hindu population in Kenya (around 300,000), who have played a key role in the local economy; they are mostly of Indian origin.']",[0]
['What does the bolinopsis generally eat?'],"['If food is plentiful, they can eat 10 times their own weight per day.']",[0]
['What did the reforms cause?'],"['The reforms provoked disturbances, including a revolt by the Augustinian friars against their prior, the smashing of statues and images in churches, and denunciations of the magistracy.']",[1]
['What is the study of proteins involved in immune response known as?'],['Immunoproteomics is the study of large sets of proteins (proteomics) involved in the immune response.'],[1]
['What does the euplokamis use the three types of movement for?'],"['The tentilla of Euplokamis differ significantly from those of other cydippids: they contain striated muscle, a cell type otherwise unknown in the phylum Ctenophora; and they are coiled when relaxed, while the tentilla of all other known ctenophores elongate when relaxed.']",[0]
['What medical appliance can be a concern for oxygen toxicity?'],"['This is not a problem except for patients on mechanical ventilators, since gas supplied through oxygen masks in medical applications is typically composed of only 30%–50%']",[1]
['How many museums comprise Harvard Art Museums?'],"['Harvard operates several arts, cultural, and scientific museums.']",[0]
['What Irish cities had Huguenot mayors in the 1600s and 1700s?'],"['A French church in Portarlington dates back to 1696, and was built to serve the significant new Huguenot community in the town.']",[0]
"[""When did Watt finish the development of his improvements to Newcomen's engine?""]","[""Boulton and Watt's early engines used half as much coal as John Smeaton's improved version of Newcomen's.""]",[0]
['WHat were features of Apple Talk'],['AppleTalk included features that allowed local area networks to be established ad hoc without the requirement for a centralized router or server.'],[1]
['Who was the inventor of the atmospheric engine?'],"[""Newcomen's engine was relatively inefficient, and in most cases was used for pumping water.""]",[0]
['What distinguishes granal thylakoids?'],"['There are two types of thylakoids—granal thylakoids, which are arranged in grana, and stromal thylakoids, which are in contact with the stroma.']",[1]
['How did the education during the high school education movement differ from the subsequent high school education?'],"['During the mass high school education movement from 1910–1940, there was an increase in skilled workers, which led to a decrease in the price of skilled labor.']",[0]
['In which year did Alexander Dyce bequeathed his books to the museum?'],"['The Reverend Alexander Dyce was another benefactor of the library, leaving over 14,000 books to the museum in 1869.']",[1]
['What was the Rhine considered to invaders in WWII?'],['Seven Days to the River Rhine was a Warsaw Pact war plan for an invasion of Western Europe during the Cold War.'],[0]
['Which British sculptor whose work include the Queen Victoria memorial in front of Buckingham Palace is included in the V&A collection?'],"[""A sample of some of these sculptors' work is on display in the British Galleries.""]",[0]
['When did the United States withdraw from the Bretton Woods Accord?'],"['In September 1971, OPEC issued a joint communiqué stating that, from then on, they would price oil in terms of a fixed amount of gold.']",[0]
['What does private ownership create a situation of?'],"['Socialists attribute the vast disparities in wealth to the private ownership of the means of production by a class of owners, creating a situation where a small portion of the population lives off unearned property income by virtue of ownership titles in capital equipment, financial assets and corporate stock.']",[1]
['What types of responsibilities might a pharmacy technician have?'],['A Pharmacy Technician in the UK is considered a health care professional and often does not work under the direct supervision of a pharmacist (if employed in a hospital pharmacy) but instead is supervised and managed by other senior pharmacy technicians.'],[0]
['What happened to the things inside the lab after it was torn down?'],"['His lab was torn down in 1904, and its contents were sold two years later to satisfy a debt.']",[1]
['What might the Amazon forest become if it passes the tipping point and starts to die?'],"[""It concludes that the forest is on the brink of being turned into savanna or desert, with catastrophic consequences for the world's climate.""]",[1]
